day,month,year,x,y,data_source,data_source2,presence_absence,weights
17,1,2010,25.79125,-28.54125,SABAP2,gbifdata,1,0.919188667
17,1,2010,27.70792,-26.79125,SABAP2,gbifdata,1,0.80675422
17,1,2010,27.79125,-25.95792,SABAP2,gbifdata,1,0.51243096
17,1,2010,27.87458,-27.70792,SABAP2,gbifdata,1,0.992396721
17,1,2010,27.87458,-25.62458,SABAP2,gbifdata,1,0.307860473
17,1,2010,28.29125,-26.95792,SABAP2,gbifdata,1,0.706772705
17,1,2010,28.29125,-26.87458,SABAP2,gbifdata,1,0.706772705
17,1,2010,28.29125,-25.87458,SABAP2,gbifdata,1,0.366996142
17,1,2010,28.37458,-26.95792,SABAP2,gbifdata,1,0.72906896
17,1,2010,28.70792,-26.70792,SABAP2,gbifdata,1,0.704107057
17,1,2010,30.04125,-29.62458,SABAP2,gbifdata,1,0.758800836
17,1,2010,30.37458,-29.62458,SABAP2,gbifdata,1,0.77728661
17,1,2010,30.45792,-29.87458,SABAP2,gbifdata,1,0.790328886
17,1,2010,30.95792,-25.79125,SABAP2,gbifdata,1,0.748198843
17,1,2010,31.40647,-24.97073,EBIRD_AU,gbifdata,1,0.63273284
17,1,2010,20.9455,-30.9788,SABAP2,gbifdata,0,0.993766632
17,1,2010,28.3253,-26.705,SABAP2,gbifdata,0,0.676579328
17,1,2010,24.1042,-26.3037,SABAP2,gbifdata,0,0.998091143
5,5,2010,27.9947,-28.8241,SABAP2,gbifdata,0,0.983443176
5,5,2010,27.3131,-27.5729,SABAP2,gbifdata,0,0.993687071
5,5,2010,29.4091,-27.8631,SABAP2,gbifdata,0,0.976745427
5,5,2010,27.5972,-28.4632,SABAP2,gbifdata,0,0.989551519
5,5,2010,28.9519,-28.1168,SABAP2,gbifdata,0,0.983925414
5,5,2010,29.0202,-28.0975,SABAP2,gbifdata,0,0.98387719
5,5,2010,17.41045,-22.48337,naturgucker,gbifdata,1,0.969763704
5,5,2010,20.6388,-33.9083,SABAP2,gbifdata,0,0.984276132
5,5,2010,20.62458,-25.45792,SABAP2,gbifdata,1,0.984595189
5,5,2010,27.70792,-28.45792,SABAP2,gbifdata,1,0.989551519
5,5,2010,27.95792,-24.95792,SABAP2,gbifdata,1,0.784059797
8,3,2010,25.79125,-27.70792,SABAP2,gbifdata,1,0.998757873
8,3,2010,26.37458,-28.95792,SABAP2,gbifdata,1,0.988488124
8,3,2010,29.54125,-27.62458,SABAP2,gbifdata,1,0.913663398
8,3,2010,29.70792,-25.70792,SABAP2,gbifdata,1,0.940135557
8,3,2010,26.2319,-26.451,SABAP2,gbifdata,0,0.981541022
8,3,2010,19.7325,-30.6875,SABAP2,gbifdata,0,0.995820608
8,3,2010,29.1958,-29.3855,SABAP2,gbifdata,0,0.887349301
8,3,2010,28.3779,-26.8344,SABAP2,gbifdata,0,0.776482881
8,3,2010,27.8698,-29.7719,SABAP2,gbifdata,0,0.994925023
8,3,2010,27.0007,-29.1422,SABAP2,gbifdata,0,0.988104806
8,3,2010,32.3689,-22.665,SABAP2,gbifdata,0,0.919305578
23,6,2010,23.1572,-33.4751,SABAP2,gbifdata,0,0.944292622
23,6,2010,25.4593,-28.4693,SABAP2,gbifdata,0,0.98731569
23,6,2010,30.8795,-26.4546,SABAP2,gbifdata,0,0.958902636
23,6,2010,26.6148,-27.0992,SABAP2,gbifdata,0,0.982376403
23,6,2010,30.1653,-25.6563,SABAP2,gbifdata,0,0.928570391
23,6,2010,24.0174,-29.9976,SABAP2,gbifdata,0,0.99971423
23,6,2010,30.6597,-26.563,SABAP2,gbifdata,0,0.95924361
23,6,2010,31.2452,-29.1056,SABAP2,gbifdata,0,0.812779296
8,4,2010,23.54125,-32.20792,SABAP2,gbifdata,1,0.989852918
8,4,2010,25.62458,-33.45792,SABAP2,gbifdata,1,0.956044945
8,4,2010,29.12458,-22.70792,SABAP2,gbifdata,1,0.967064957
8,4,2010,29.12458,-22.20792,SABAP2,gbifdata,1,0.953999887
8,4,2010,29.20792,-22.20792,SABAP2,gbifdata,1,0.964093393
8,4,2010,29.37458,-22.20792,SABAP2,gbifdata,1,0.967506366
8,4,2010,29.95792,-29.54125,SABAP2,gbifdata,1,0.881691046
8,4,2010,30.04125,-29.54125,SABAP2,gbifdata,1,0.881758029
8,4,2010,30.04125,-27.45792,SABAP2,gbifdata,1,0.972339351
8,4,2010,27.0251,-28.4672,SABAP2,gbifdata,0,0.996649068
8,4,2010,29.0877,-23.8723,EBIRD_AU,gbifdata,0,0.982713631
8,4,2010,29.7998,-27.6802,SABAP2,gbifdata,0,0.969578846
8,4,2010,26.26919,-20.22481,EBIRD,gbifdata,1,0.990424139
8,4,2010,31.2852,-24.5506,SABAP2,gbifdata,0,0.84970262
8,4,2010,32.7991,-21.9142,SABAP2,gbifdata,0,0.99094465
18,2,2010,24.1567,-33.25,SABAP2,gbifdata,0,0.996552895
18,2,2010,30.0284,-29.0617,SABAP2,gbifdata,0,0.864462016
18,2,2010,26.5974,-28.4788,SABAP2,gbifdata,0,0.983183507
18,2,2010,24.37458,-28.62458,SABAP2,gbifdata,1,0.974727182
18,2,2010,25.70792,-33.70792,SABAP2,gbifdata,1,0.933820929
18,2,2010,26.29125,-29.29125,SABAP2,gbifdata,1,0.982130413
18,2,2010,27.79125,-26.79125,SABAP2,gbifdata,1,0.718024916
18,2,2010,28.70792,-25.95792,SABAP2,gbifdata,1,0.516824787
18,2,2010,22.8424,-28.6158,SABAP2,gbifdata,0,0.999812463
18,2,2010,27.3896,-25.4568,SABAP2,gbifdata,0,0.763617103
18,2,2010,26.6235,-30.1223,SABAP2,gbifdata,0,0.995884906
18,2,2010,21.3322,-30.4267,SABAP2,gbifdata,0,0.990612442
18,2,2010,28.9616,-31.6131,SABAP2,gbifdata,0,0.985356052
18,2,2010,31.39634,-23.52062,EBIRD,gbifdata,1,0.630299148
18,2,2010,26.5091,-28.6787,SABAP2,gbifdata,0,0.978540428
18,2,2010,28.3067,-29.05,SABAP2,gbifdata,0,0.988944257
15,2,2010,32.1333,-28.749,SABAP2,gbifdata,0,0.795611638
15,2,2010,29.0055,-27.5784,SABAP2,gbifdata,0,0.981382704
15,2,2010,22.79125,-32.54125,SABAP2,gbifdata,1,0.979567417
15,2,2010,26.29125,-30.04125,SABAP2,gbifdata,1,0.983845041
15,2,2010,26.70792,-30.70792,SABAP2,gbifdata,1,0.997428066
15,2,2010,27.12458,-28.29125,SABAP2,gbifdata,1,0.996490383
15,2,2010,27.62458,-25.45792,SABAP2,gbifdata,1,0.576086321
15,2,2010,31.45792,-23.62458,SABAP2,gbifdata,1,0.568004501
15,2,2010,28.0189,-25.9686,SABAP2,gbifdata,0,0.473543964
15,2,2010,27.2626,-30.021,SABAP2,gbifdata,0,0.996329637
15,2,2010,29.8911,-29.8787,SABAP2,gbifdata,0,0.864009002
15,2,2010,24.3097,-27.7587,SABAP2,gbifdata,0,0.999410598
15,2,2010,29.1388,-28.9277,SABAP2,gbifdata,0,0.92602768
15,2,2010,25.434,-20.1252,EBIRD,gbifdata,0,0.979470455
25,5,2010,31.4956,-25.9276,SABAP2,gbifdata,0,0.836696833
25,5,2010,25.7192,-30.3344,SABAP2,gbifdata,0,0.998472914
25,5,2010,22.2523,-32.4601,SABAP2,gbifdata,0,0.989459664
25,5,2010,27.4898,-27.8289,SABAP2,gbifdata,0,0.994388508
25,5,2010,28.29125,-28.29125,SABAP2,gbifdata,1,0.986468121
25,5,2010,30.193,-22.8924,SABAP2,gbifdata,0,0.984447838
8,5,2010,24.62458,-29.12458,SABAP2,gbifdata,1,0.996865456
8,5,2010,26.37458,-29.20792,SABAP2,gbifdata,1,0.995579489
8,5,2010,26.54125,-26.79125,SABAP2,gbifdata,1,0.981485002
8,5,2010,26.95792,-26.54125,SABAP2,gbifdata,1,0.974412185
8,5,2010,27.04125,-27.62458,SABAP2,gbifdata,1,0.993538016
8,5,2010,27.37458,-24.79125,SABAP2,gbifdata,1,0.907673429
8,5,2010,27.87458,-28.04125,SABAP2,gbifdata,1,0.989752451
8,5,2010,27.95792,-28.04125,SABAP2,gbifdata,1,0.98933232
8,5,2010,28.54125,-26.70792,SABAP2,gbifdata,1,0.74542678
8,5,2010,28.62458,-24.54125,SABAP2,gbifdata,1,0.917229272
8,5,2010,30.04125,-27.87458,SABAP2,gbifdata,1,0.977829433
8,5,2010,31.87458,-28.70792,SABAP2,gbifdata,1,0.929396849
8,5,2010,27.9819,-24.6763,SABAP2,gbifdata,0,0.898480051
8,5,2010,32.4265,-28.0251,SABAP2,gbifdata,0,0.839354605
8,5,2010,24.5962,-28.8531,SABAP2,gbifdata,0,0.997200342
20,6,2010,28.1418,-29.8479,SABAP2,gbifdata,0,0.99610995
20,6,2010,25.211,-30.0697,SABAP2,gbifdata,0,0.998538674
20,6,2010,24.12458,-28.62458,SABAP2,gbifdata,1,0.984106253
20,6,2010,25.79125,-33.45792,SABAP2,gbifdata,1,0.947770985
20,6,2010,27.4751,-24.6561,SABAP2,gbifdata,0,0.91971638
20,6,2010,17.7916,-17.4506,SABAP2,gbifdata,0,0.999276644
18,3,2010,29.6906,-24.7897,SABAP2,gbifdata,0,0.93623747
18,3,2010,25.45792,-31.87458,SABAP2,gbifdata,1,0.986631302
18,3,2010,27.12458,-28.87458,SABAP2,gbifdata,1,0.989189841
18,3,2010,27.12458,-28.79125,SABAP2,gbifdata,1,0.989806033
18,3,2010,28.04125,-24.62458,SABAP2,gbifdata,1,0.737276965
18,3,2010,28.12458,-27.87458,SABAP2,gbifdata,1,0.987689547
18,3,2010,28.20792,-27.87458,SABAP2,gbifdata,1,0.987689547
18,3,2010,29.20792,-22.20792,SABAP2,gbifdata,1,0.974344961
18,3,2010,30.45792,-27.79125,SABAP2,gbifdata,1,0.905070632
18,3,2010,27.0356,-26.4133,SABAP2,gbifdata,0,0.846586626
18,3,2010,27.3812,-26.145,SABAP2,gbifdata,0,0.786545571
13,3,2010,27.5391,-25.8077,SABAP2,gbifdata,0,0.626470503
13,3,2010,22.8839,-33.4535,SABAP2,gbifdata,0,0.928764861
13,3,2010,24.20792,-28.70792,SABAP2,gbifdata,1,0.991540749
13,3,2010,25.20792,-29.54125,SABAP2,gbifdata,1,0.991816575
13,3,2010,25.29125,-29.62458,SABAP2,gbifdata,1,0.990789262
13,3,2010,25.54125,-31.87458,SABAP2,gbifdata,1,0.988587044
13,3,2010,25.62458,-26.54125,SABAP2,gbifdata,1,0.987184171
13,3,2010,26.12458,-29.12458,SABAP2,gbifdata,1,0.98668732
13,3,2010,26.29125,-30.45792,SABAP2,gbifdata,1,0.995586795
13,3,2010,27.04125,-25.87458,SABAP2,gbifdata,1,0.81542662
13,3,2010,27.70792,-26.79125,SABAP2,gbifdata,1,0.820885227
13,3,2010,27.79125,-26.79125,SABAP2,gbifdata,1,0.774942453
13,3,2010,28.29125,-26.62458,SABAP2,gbifdata,1,0.756250764
13,3,2010,28.29125,-24.87458,SABAP2,gbifdata,1,0.66098698
13,3,2010,28.45792,-26.62458,SABAP2,gbifdata,1,0.734753255
13,3,2010,28.79125,-30.37458,SABAP2,gbifdata,1,0.994470342
13,3,2010,30.04125,-29.62458,SABAP2,gbifdata,1,0.776788298
13,3,2010,30.04125,-28.37458,SABAP2,gbifdata,1,0.95326679
13,3,2010,29.4463,-28.0852,SABAP2,gbifdata,0,0.956341424
13,3,2010,32.3363,-25.2044,SABAP2,gbifdata,0,0.686927343
13,3,2010,28.7344,-25.6006,SABAP2,gbifdata,0,0.498901624
13,3,2010,21.1399,-33.2715,SABAP2,gbifdata,0,0.990897766
13,3,2010,24.979,-27.8494,SABAP2,gbifdata,0,0.998056436
13,3,2010,27.5599,-29.0068,SABAP2,gbifdata,0,0.99399395
22,6,2010,26.7871,-28.916,SABAP2,gbifdata,0,0.992578899
22,6,2010,27.443,-26.8733,SABAP2,gbifdata,0,0.804664523
22,6,2010,21.8939,-31.8995,SABAP2,gbifdata,0,0.990301667
29,6,2010,27.3886,-23.704,SABAP2,gbifdata,0,0.99403231
29,6,2010,26.5767,-32.2464,SABAP2,gbifdata,0,0.995659862
29,6,2010,24.5571,-27.6569,SABAP2,gbifdata,0,0.996693228
29,6,2010,16.037,-18.1839,EBIRD,gbifdata,0,0.998432728
2,7,2010,31.1075,-29.3278,SABAP2,gbifdata,0,0.777527729
2,7,2010,31.0831,-28.5155,SABAP2,gbifdata,0,0.922228227
2,7,2010,27.344,-29.3089,SABAP2,gbifdata,0,0.995206851
2,7,2010,28.3782,-25.2795,SABAP2,gbifdata,0,0.733129722
6,8,2010,20.4224,-32.5122,SABAP2,gbifdata,0,0.943310288
6,8,2010,26.8983,-27.4188,SABAP2,gbifdata,0,0.988067711
12,6,2010,23.1454,-18.4784,EBIRD,gbifdata,0,0.91812191
12,6,2010,28.6563,-24.6948,SABAP2,gbifdata,0,0.910625301
12,6,2010,29.7754,-24.9924,SABAP2,gbifdata,0,0.95816589
12,6,2010,22.95792,-33.29125,SABAP2,gbifdata,1,0.984954187
12,6,2010,24.79125,-28.87458,SABAP2,gbifdata,1,0.987987901
12,6,2010,26.29125,-33.62458,SABAP2,gbifdata,1,0.932760006
12,6,2010,18.315,-20.2966,EBIRD,gbifdata,0,0.993489793
12,6,2010,22.8197,-27.3092,SABAP2,gbifdata,0,0.974307459
12,6,2010,25.5291,-28.7161,SABAP2,gbifdata,0,0.985872225
12,6,2010,27.1058,-26.8227,SABAP2,gbifdata,0,0.94882924
12,6,2010,30.6598,-21.3347,SABAP2,gbifdata,0,0.98738145
12,6,2010,25.8885,-31.6375,SABAP2,gbifdata,0,0.989252991
11,4,2010,21.4014,-19.3215,EBIRD,gbifdata,1,0.972190966
11,4,2010,28.2142,-25.7874,SABAP2,gbifdata,0,0.607072818
11,4,2010,25.20792,-28.70792,SABAP2,gbifdata,1,0.975687189
11,4,2010,25.20792,-28.62458,SABAP2,gbifdata,1,0.975687189
11,4,2010,26.12458,-29.12458,SABAP2,gbifdata,1,0.995177624
11,4,2010,26.70792,-27.04125,SABAP2,gbifdata,1,0.98464877
11,4,2010,28.29125,-27.87458,SABAP2,gbifdata,1,0.985827573
11,4,2010,28.37458,-27.87458,SABAP2,gbifdata,1,0.986682824
11,4,2010,28.54125,-26.79125,SABAP2,gbifdata,1,0.802370198
11,4,2010,28.70792,-26.20792,SABAP2,gbifdata,1,0.70580823
11,4,2010,29.45792,-28.45792,SABAP2,gbifdata,1,0.969096608
11,4,2010,31.12458,-24.37458,SABAP2,gbifdata,1,0.870706751
11,4,2010,31.87458,-28.70792,SABAP2,gbifdata,1,0.943156245
11,4,2010,24.4096,-29.5854,SABAP2,gbifdata,0,0.991038418
11,4,2010,22.3433,-27.1891,SABAP2,gbifdata,0,0.973086546
11,4,2010,29.1263,-27.2645,SABAP2,gbifdata,0,0.959170551
11,4,2010,25.3402,-32.6553,SABAP2,gbifdata,0,0.971660505
11,4,2010,24.9495,-27.4312,SABAP2,gbifdata,0,0.983121685
11,4,2010,28.1685,-26.4242,SABAP2,gbifdata,0,0.704776885
11,4,2010,28.042,-26.6943,SABAP2,gbifdata,0,0.779392381
28,3,2010,28.8954,-28.3164,SABAP2,gbifdata,0,0.96405991
28,3,2010,27.5668,-27.3481,SABAP2,gbifdata,0,0.968600981
28,3,2010,29.5601,-29.7997,SABAP2,gbifdata,0,0.865509291
28,3,2010,28.561,-26.2104,SABAP2,gbifdata,0,0.599983925
28,3,2010,21.70792,-33.62458,SABAP2,gbifdata,1,0.965747742
28,3,2010,21.79125,-33.62458,SABAP2,gbifdata,1,0.965747742
28,3,2010,21.87458,-33.62458,SABAP2,gbifdata,1,0.967105546
28,3,2010,22.37458,-33.37458,SABAP2,gbifdata,1,0.971374875
28,3,2010,23.70792,-33.12458,SABAP2,gbifdata,1,0.994518566
28,3,2010,24.54125,-28.95792,SABAP2,gbifdata,1,0.994253335
28,3,2010,25.04125,-28.54125,SABAP2,gbifdata,1,0.991728894
28,3,2010,25.12458,-28.54125,SABAP2,gbifdata,1,0.991728894
28,3,2010,25.20792,-28.54125,SABAP2,gbifdata,1,0.995937513
28,3,2010,26.04125,-29.20792,SABAP2,gbifdata,1,0.985388201
28,3,2010,26.04125,-29.12458,SABAP2,gbifdata,1,0.985388201
28,3,2010,27.45792,-27.70792,SABAP2,gbifdata,1,0.993521942
28,3,2010,27.79125,-28.12458,SABAP2,gbifdata,1,0.993219447
28,3,2010,27.87458,-28.04125,SABAP2,gbifdata,1,0.992927182
28,3,2010,27.95792,-25.95792,SABAP2,gbifdata,1,0.574154959
28,3,2010,28.29125,-25.95792,SABAP2,gbifdata,1,0.498647002
28,3,2010,28.45792,-26.54125,SABAP2,gbifdata,1,0.655185501
28,3,2010,28.54125,-28.37458,SABAP2,gbifdata,1,0.975352307
28,3,2010,28.54125,-25.45792,SABAP2,gbifdata,1,0.511505706
28,3,2010,28.70792,-25.95792,SABAP2,gbifdata,1,0.54649574
28,3,2010,28.79125,-25.95792,SABAP2,gbifdata,1,0.54649574
28,3,2010,29.37458,-30.12458,SABAP2,gbifdata,1,0.903190805
28,3,2010,29.37458,-29.95792,SABAP2,gbifdata,1,0.907506832
28,3,2010,30.29125,-29.54125,SABAP2,gbifdata,1,0.796685742
28,3,2010,31.29125,-23.45792,SABAP2,gbifdata,1,0.885388201
28,3,2010,31.45792,-23.62458,SABAP2,gbifdata,1,0.845804533
28,3,2010,26.3642,-26.4167,SABAP2,gbifdata,0,0.981541022
28,3,2010,32.4855,-25.4115,SABAP2,gbifdata,0,0.884150458
28,3,2010,30.4406,-28.6646,SABAP2,gbifdata,0,0.958808873
10,3,2010,29.2111,-24.5587,SABAP2,gbifdata,0,0.916231313
10,3,2010,28.3183,-28.1635,SABAP2,gbifdata,0,0.975274361
10,3,2010,27.79125,-28.70792,SABAP2,gbifdata,1,0.993248674
10,3,2010,29.29125,-23.54125,SABAP2,gbifdata,1,0.97736163
10,3,2010,29.54125,-25.29125,SABAP2,gbifdata,1,0.930557788
10,3,2010,29.87458,-25.20792,SABAP2,gbifdata,1,0.914643948
10,3,2010,25.3133,-30.6142,SABAP2,gbifdata,0,0.993789365
10,3,2010,26.07,-26.8618,SABAP2,gbifdata,0,0.982750731
10,3,2010,30.1773,-26.6019,SABAP2,gbifdata,0,0.926495306
10,3,2010,26.6891,-27.3002,SABAP2,gbifdata,0,0.988144993
10,3,2010,31.2883,-22.287,EBIRD_AU,gbifdata,0,0.90633874
10,3,2010,23.2818,-27.282,SABAP2,gbifdata,0,0.992063173
10,3,2010,27.512,-25.8947,SABAP2,gbifdata,0,0.638964797
10,3,2010,26.2009,-26.8418,SABAP2,gbifdata,0,0.98134009
2,4,2010,29.2573,-28.8979,SABAP2,gbifdata,0,0.963082029
2,4,2010,29.8419,-28.2382,SABAP2,gbifdata,0,0.986482734
2,4,2010,29.1709,-22.6956,SABAP2,gbifdata,0,0.964089375
2,4,2010,24.20792,-28.70792,SABAP2,gbifdata,1,0.973301575
2,4,2010,25.79125,-28.29125,SABAP2,gbifdata,1,0.993838076
2,4,2010,25.95792,-28.29125,SABAP2,gbifdata,1,0.993891657
2,4,2010,26.04125,-25.45792,SABAP2,gbifdata,1,0.965835316
2,4,2010,26.12458,-31.29125,SABAP2,gbifdata,1,0.998597127
2,4,2010,26.45792,-24.79125,SABAP2,gbifdata,1,0.960657451
2,4,2010,26.54125,-26.87458,SABAP2,gbifdata,1,0.985619428
2,4,2010,27.62458,-28.29125,SABAP2,gbifdata,1,0.989672078
2,4,2010,28.20792,-27.95792,SABAP2,gbifdata,1,0.985827573
2,4,2010,28.29125,-27.95792,SABAP2,gbifdata,1,0.985827573
2,4,2010,28.37458,-27.95792,SABAP2,gbifdata,1,0.985594699
2,4,2010,28.79125,-26.70792,SABAP2,gbifdata,1,0.932296769
2,4,2010,28.79125,-22.45792,SABAP2,gbifdata,1,0.968225896
2,4,2010,30.04125,-28.12458,SABAP2,gbifdata,1,0.987413599
2,4,2010,31.29125,-23.04125,SABAP2,gbifdata,1,0.942645877
14,3,2010,30.5543,-24.9975,SABAP2,gbifdata,0,0.747322135
14,3,2010,25.45792,-31.87458,SABAP2,gbifdata,1,0.986631302
14,3,2010,25.54125,-26.54125,SABAP2,gbifdata,1,0.986079408
14,3,2010,25.70792,-28.79125,SABAP2,gbifdata,1,0.984214756
14,3,2010,28.62458,-26.87458,SABAP2,gbifdata,1,0.902092381
14,3,2010,29.45792,-25.70792,SABAP2,gbifdata,1,0.829802283
14,3,2010,29.79125,-24.20792,SABAP2,gbifdata,1,0.95620569
14,3,2010,30.04125,-23.04125,SABAP2,gbifdata,1,0.980286706
14,3,2010,25.5218,-29.4359,SABAP2,gbifdata,0,0.986596267
14,3,2010,31.7222,-26.2223,SABAP2,gbifdata,0,0.938086047
14,3,2010,27.6932,-25.1429,EBIRD_AU,gbifdata,0,0.641469699
14,3,2010,29.0981,-29.3247,SABAP2,gbifdata,0,0.885468574
14,3,2010,24.911,-27.94,SABAP2,gbifdata,0,0.998030863
14,3,2010,25.0232,-27.4724,SABAP2,gbifdata,0,0.990652009
14,3,2010,23.5646,-30.0378,SABAP2,gbifdata,0,0.997374485
14,3,2010,28.5084,-29.7615,SABAP2,gbifdata,0,0.941189986
14,3,2010,22.16378,-33.62988,EBIRD,gbifdata,1,0.958393618
14,3,2010,32.3541,-23.925,EBIRD,gbifdata,0,0.821679312
14,3,2010,27.263,-24.649,SABAP2,gbifdata,0,0.872718502
16,3,2010,29.8735,-29.8464,SABAP2,gbifdata,0,0.85435086
16,3,2010,29.4881,-25.9396,SABAP2,gbifdata,0,0.94677973
16,3,2010,28.7372,-29.0073,SABAP2,gbifdata,0,0.961147725
16,3,2010,26.9906,-24.4912,SABAP2,gbifdata,0,0.925413921
16,3,2010,25.70792,-26.79125,SABAP2,gbifdata,1,0.985822215
16,3,2010,28.04125,-28.37458,SABAP2,gbifdata,1,0.980054123
16,3,2010,29.95792,-30.04125,SABAP2,gbifdata,1,0.873292075
16,3,2010,30.20792,-28.04125,SABAP2,gbifdata,1,0.909242887
16,3,2010,30.45792,-28.12458,SABAP2,gbifdata,1,0.983978991
16,3,2010,22.384,-27.4183,SABAP2,gbifdata,0,0.990462413
16,3,2010,25.561,-30.6869,SABAP2,gbifdata,0,0.997010127
16,3,2010,26.5654,-28.0015,SABAP2,gbifdata,0,0.995931894
8,11,2010,18.3814,-27.731,SABAP2,gbifdata,0,0.998714033
8,11,2010,31.2132,-25.7818,SABAP2,gbifdata,0,0.502025398
8,11,2010,26.5109,-26.2462,SABAP2,gbifdata,0,0.956936184
8,11,2010,26.0874,-29.99,EBIRD,gbifdata,0,0.985829633
19,10,2010,24.8473,-28.1542,SABAP2,gbifdata,0,0.969136795
17,11,2010,27.5559,-29.6374,SABAP2,gbifdata,0,0.994731108
17,11,2010,28.5929,-31.7161,SABAP2,gbifdata,0,0.992123453
17,11,2010,19.2535,-19.8875,EBIRD,gbifdata,0,0.998553287
17,11,2010,32.5183,-26.3343,SABAP2,gbifdata,0,0.845640138
17,11,2010,28.4055,-31.8706,SABAP2,gbifdata,0,0.98892461
9,2,2010,26.54125,-26.79125,SABAP2,gbifdata,1,0.988645498
9,2,2010,31.20792,-23.79125,SABAP2,gbifdata,1,0.608567754
9,2,2010,31.29125,-23.20792,SABAP2,gbifdata,1,0.728660987
9,2,2010,31.37458,-23.12458,SABAP2,gbifdata,1,0.699315866
9,2,2010,32.37458,-27.70792,SABAP2,gbifdata,1,0.651945025
9,2,2010,21.9856,-32.2062,SABAP2,gbifdata,0,0.96214435
9,2,2010,26.1511,-30.4899,SABAP2,gbifdata,0,0.998874779
9,2,2010,25.1369,-26.72,SABAP2,gbifdata,0,0.993386456
9,2,2010,28.1106,-27.9617,SABAP2,gbifdata,0,0.985425708
9,2,2010,31.2731,-29.4077,SABAP2,gbifdata,0,0.859668864
9,2,2010,26.7731,-26.1908,SABAP2,gbifdata,0,0.980563141
21,4,2010,28.9057,-23.378,SABAP2,gbifdata,0,0.988131598
21,4,2010,17.07241,-18.74305,EBIRD,gbifdata,1,0.941552805
21,4,2010,25.5259,-32.4275,SABAP2,gbifdata,0,0.977933982
21,4,2010,20.04125,-25.79125,SABAP2,gbifdata,1,0.991778997
21,4,2010,22.45792,-28.54125,SABAP2,gbifdata,1,0.986738466
21,4,2010,26.20792,-27.45792,SABAP2,gbifdata,1,0.994333708
21,4,2010,26.20792,-27.29125,SABAP2,gbifdata,1,0.989303094
21,4,2010,26.29125,-27.37458,SABAP2,gbifdata,1,0.994333708
21,4,2010,26.29125,-27.20792,SABAP2,gbifdata,1,0.984889889
21,4,2010,26.70792,-30.70792,SABAP2,gbifdata,1,0.99554734
21,4,2010,27.12458,-30.79125,SABAP2,gbifdata,1,0.997588812
21,4,2010,27.62458,-28.20792,SABAP2,gbifdata,1,0.988893922
21,4,2010,27.95792,-28.04125,SABAP2,gbifdata,1,0.985036022
21,4,2010,28.29125,-28.29125,SABAP2,gbifdata,1,0.987595777
21,4,2010,28.79125,-26.04125,SABAP2,gbifdata,1,0.709692975
21,4,2010,29.62458,-29.70792,SABAP2,gbifdata,1,0.898043289
21,4,2010,30.04125,-29.62458,SABAP2,gbifdata,1,0.859041955
21,4,2010,31.70792,-27.54125,SABAP2,gbifdata,1,0.941421524
21,4,2010,25.8403,-25.7231,SABAP2,gbifdata,0,0.987879762
21,4,2010,31.4478,-25.0905,SABAP2,gbifdata,0,0.841713551
21,4,2010,28.6201,-30.3633,SABAP2,gbifdata,0,0.996901988
21,4,2010,29.6184,-23.944,SABAP2,gbifdata,0,0.974213679
2,12,2010,17.8578,-29.5586,SABAP2,gbifdata,0,0.991191127
2,12,2010,30.5029,-26.3811,EBIRD,gbifdata,0,0.912627311
2,12,2010,28.5646,-28.8638,SABAP2,gbifdata,0,0.93074533
2,12,2010,30.0096,-29.0136,SABAP2,gbifdata,0,0.770674168
2,12,2010,27.3123,-28.1919,SABAP2,gbifdata,0,0.989975303
2,12,2010,24.2344,-27.7013,EBIRD,gbifdata,0,0.995539302
6,12,2010,24.4868,-29.9611,SABAP2,gbifdata,0,0.964533612
6,12,2010,26.7677,-16.4469,EBIRD,gbifdata,0,0.920162884
3,1,2010,22.7604,-28.7214,SABAP2,gbifdata,0,0.996536658
3,1,2010,26.4664,-27.5914,SABAP2,gbifdata,0,0.976209613
3,1,2010,26.2574,-29.8547,SABAP2,gbifdata,0,0.981273107
3,1,2010,20.0084,-33.0241,SABAP2,gbifdata,0,0.943881836
3,1,2010,29.1102,-24.1965,SABAP2,gbifdata,0,0.890692815
3,1,2010,25.73421,-27.51657,EBIRD,gbifdata,1,0.985766685
3,1,2010,20.62458,-26.45792,SABAP2,gbifdata,1,0.980263977
3,1,2010,26.62458,-26.54125,SABAP2,gbifdata,1,0.980295242
3,1,2010,27.04125,-25.29125,SABAP2,gbifdata,1,0.857929883
3,1,2010,27.20792,-27.62458,SABAP2,gbifdata,1,0.980054123
3,1,2010,27.95792,-25.95792,SABAP2,gbifdata,1,0.447808712
3,1,2010,28.29125,-25.87458,SABAP2,gbifdata,1,0.366996142
3,1,2010,30.04125,-29.45792,SABAP2,gbifdata,1,0.794593634
3,1,2010,30.45792,-24.12458,SABAP2,gbifdata,1,0.902838065
3,1,2010,31.95792,-25.12458,SABAP2,gbifdata,1,0.539081337
3,1,2010,31.32186,-24.38212,EBIRD,gbifdata,1,0.602930879
4,1,2010,27.1066,-27.3805,SABAP2,gbifdata,0,0.990623159
4,1,2010,26.9841,-25.7315,SABAP2,gbifdata,0,0.900675133
4,1,2010,31.1585,-25.2318,SABAP2,gbifdata,0,0.638511815
4,1,2010,24.6977,-30.8101,SABAP2,gbifdata,0,0.990559834
4,1,2010,27.7207,-28.1607,SABAP2,gbifdata,0,0.982076837
